0.6, 0.0, 2.2 //
0.3, 2.3, 1.5 // Turn 1
0.6, 0.0, 1.4 //
0.3, 2.3, 1.5 // Turn 2
0.6, 0.0, 2.2 //
0.3, 2.3, 1.5 // Turn 3
0.6, 0.0, 1.4 //
0.3, 2.3, 1.5 // Turn 4
0.0, 0.0, 0.0 //
